792
10020 20011 52.284729 -5.202766
10020 20012 52.777300 -5.193239
10020 20013 53.335554 -5.167156
10020 20014 54.018146 -5.129074
10020 20015 55.363912 -5.092306
10020 20016 56.492737 -5.045470
10020 20017 60.975210 -4.943859
10020 20018 66.914839 -4.343150
10020 20019 91.162874 -2.040081
10020 30012 22.232062 -5.557569
10020 30013 22.790315 -5.487602
10020 30014 23.472906 -5.390647
10020 30015 24.818672 -5.294443
10020 30016 25.947497 -5.183677
10020 30017 30.429969 -4.959713
10020 30018 36.369608 -3.851906
10020 30019 60.617825 -0.584831
10022 20011 51.797022 -5.376631
10022 20012 52.200505 -5.359803
10022 20013 52.627999 -5.344446
10022 20014 53.105054 -5.310723
10022 20015 53.931292 -5.285613
10022 20016 54.492956 -5.266932
10022 20017 56.229309 -5.284250
10022 20018 57.844977 -5.186309
10022 20019 61.040135 -4.982988
10022 20020 77.249134 -5.513864
10022 30012 21.815353 -5.660909
10022 30013 22.242847 -5.618784
10022 30014 22.719902 -5.534201
10022 30015 23.546140 -5.468845
10022 30016 24.107803 -5.422351
10022 30017 25.844157 -5.449587
10022 30018 27.459824 -5.233543
10022 30019 30.654982 -4.823768
10022 30020 46.863984 -5.753918
10022 30021 79.079469 -5.333802
10022 40021 65.505408 -5.029209
10022 50021 62.911902 -5.155893
10022 60021 61.173275 -5.169292
10022 70021 60.006841 -5.189061
10022 80021 59.429807 -5.201334
10022 90021 59.025038 -5.220067
10022 100021 58.038559 -5.177636
10022 110021 57.667600 -5.195127
10022 120021 57.264117 -5.209188
10020 20021 116.768727 -5.748770
10022 20021 109.464622 -5.281012
20021 30012 51.837547 -3.998495
20021 30013 52.342080 -3.977597
20021 30014 52.918548 -3.952871
20021 30015 53.953071 -3.939339
20021 30016 54.710650 -3.928016
20021 30017 57.275281 -3.989664
20021 30018 59.982948 -3.861724
20021 30019 66.701680 -3.425865
20021 30020 116.122138 -4.894141
20021 40020 78.087259 -5.090089
20021 50020 72.553046 -5.467525
20021 60020 69.501301 -5.533168
20021 70020 67.742689 -5.567620
20021 80020 66.934721 -5.583352
20021 90020 66.404362 -5.600554
20021 100020 65.199585 -5.578482
20021 110020 64.761018 -5.600397
10020 20023 61.859665 -5.083604
10022 20023 83.963639 -3.480175
20023 30012 51.456798 -4.252231
20023 30013 51.848212 -4.253039
20023 30014 52.264904 -4.249345
20023 30015 52.921510 -4.257896
20023 30016 53.321215 -4.250242
20023 30017 54.398642 -4.281688
20023 30018 55.256603 -4.238332
20023 30019 56.583347 -4.157868
20023 30020 61.335389 -4.357713
20023 30021 66.828517 -4.062489
10020 30022 46.851444 -5.955379
20021 30022 109.139752 -4.870005
20023 30022 83.640360 -3.043198
30022 40020 57.337039 -3.503096
30022 40021 89.570411 -3.970364
30022 50014 15.304308 -3.788497
30022 50015 16.191449 -3.792828
30022 50016 16.778972 -3.759194
30022 50020 39.637902 -5.125598
30022 50021 71.871290 -4.980263
30022 60021 65.063888 -5.219502
30022 70021 62.018201 -5.274401
30022 80021 60.771605 -5.277506
30022 90020 27.804349 -5.870358
30022 90021 60.037729 -5.296526
30022 100020 26.350587 -5.743941
30022 100021 58.583970 -5.225426
30022 110020 25.863488 -5.805533
30022 110021 58.096870 -5.248498
30022 120021 57.598738 -5.255519
10022 30024 36.674703 -4.796121
20021 30024 60.942117 -4.047977
20023 30024 123.891136 -5.192069
30024 50023 86.608732 -5.473444
30024 60023 79.821646 -5.709671
30024 70023 76.803178 -5.765018
30024 80023 75.577470 -5.776172
30024 90023 74.864916 -5.783976
30024 100023 73.499417 -5.731142
30024 110023 73.057530 -5.741596
30024 120023 72.620901 -5.749303
30024 130023 72.206984 -5.758796
30024 140023 71.791651 -5.773078
30024 40023 104.297707 -4.510035
40023 50014 78.552490 -6.254494
40023 50015 79.337695 -6.228113
40023 50016 79.784308 -6.206556
40023 50017 80.937366 -6.181885
40023 50018 81.834762 -6.123595
40023 50019 83.192591 -6.032092
40023 50020 87.988889 -6.061319
40023 50021 93.506680 -5.744056
40023 50022 110.340449 -4.707356
40023 60015 23.186639 -4.903382
40023 60016 23.633254 -4.855641
40023 60020 31.837844 -4.802386
20023 40025 39.661473 -5.330873
30024 40025 89.900102 -3.792899
40025 50014 78.309120 -6.317610
40025 50015 78.976297 -6.312723
40025 50016 79.325395 -6.306266
40025 50017 80.138098 -6.304493
40025 50018 80.703611 -6.279654
40025 50019 81.413900 -6.243463
40025 50020 83.316351 -6.337373
40025 50021 84.941406 -6.304617
40025 50022 87.736792 -6.220766
40025 50023 104.430892 -6.323562
40025 60015 22.827668 -5.174077
40025 60016 23.176767 -5.169128
40025 60017 23.989469 -5.201729
40025 60018 24.554985 -5.145487
40025 60019 25.265277 -5.060752
40025 60020 27.167719 -5.431570
40025 60021 28.792775 -5.386060
40025 60022 31.588167 -5.234450
40025 60023 48.282255 -5.797819
40025 60024 80.087290 -5.029784
40025 70024 67.880603 -5.196416
40025 80024 64.208157 -5.179907
40025 90024 62.546684 -5.174094
40025 100023 28.366629 -6.230116
40025 100024 60.171658 -4.979377
40025 110024 59.507647 -4.990390
40025 120024 58.918621 -4.975752
40025 130024 58.399484 -4.980111
40025 140024 57.926799 -4.981092
40025 150024 57.259622 -4.972259
20023 50024 80.357369 -5.815660
40023 50024 150.611737 -5.956511
40025 50024 136.235889 -5.749329
30024 50026 33.493999 -4.458799
40023 50026 90.334117 -6.191893
40025 50026 118.361109 -6.118725
50026 60015 45.366012 -3.221701
50026 60016 45.697668 -3.221350
50026 60017 46.423978 -3.260200
50026 60018 46.896796 -3.250375
50026 60019 47.439039 -3.237673
50026 60020 48.739750 -3.421334
50026 60021 49.724059 -3.430803
50026 60022 51.141252 -3.445832
50026 60023 57.018457 -3.767071
50026 60024 64.104405 -3.644911
50026 70024 34.782522 -4.760195
50026 120024 20.477075 -4.651336
50026 150024 18.738407 -4.669510
30024 60025 65.423969 -4.988243
40023 60025 48.267546 -5.519805
50026 60025 85.007189 -4.682618
60025 70016 55.106744 -6.471208
60025 70017 56.000012 -6.463837
60025 70018 56.603575 -6.415066
60025 70019 57.341461 -6.354969
60025 70020 59.281174 -6.475715
60025 70021 60.924102 -6.418432
60025 70022 63.733752 -6.298252
60025 70023 80.451536 -6.414458
60025 70024 112.272162 -5.690788
60025 80017 21.627467 -5.768554
60025 80018 22.231032 -5.663252
60025 80019 22.968920 -5.537374
60025 80020 24.908628 -5.888410
60025 80021 26.551557 -5.793313
60025 80022 29.361212 -5.592261
60025 80023 46.078989 -6.051288
60025 80024 77.899644 -5.156654
60025 90018 13.403602 -6.267339
60025 90019 14.141489 -6.031365
60025 90020 16.081201 -6.515509
60025 90021 17.724128 -6.314922
60025 90022 20.533781 -5.956065
60025 90023 37.251563 -6.360598
60025 90024 69.072209 -5.209135
60025 100023 30.413893 -5.947747
60025 100024 62.234560 -4.880866
60025 110023 29.022929 -6.109351
60025 110024 60.843591 -4.933562
60025 120023 28.006041 -6.112970
60025 120024 59.826703 -4.915271
60025 130023 27.219034 -6.160579
60025 130024 59.039696 -4.921254
60025 140023 26.579190 -6.201836
60025 140024 58.399851 -4.926453
60025 150024 57.569810 -4.930951
50026 60027 89.648508 -4.374187
60027 70016 54.793546 -6.359558
60027 70017 55.502012 -6.329429
60027 70018 55.944442 -6.284220
60027 70019 56.416663 -6.234946
60027 70020 57.456395 -6.285746
60027 70021 58.195564 -6.242476
60027 70022 59.144557 -6.200422
60027 70023 62.345206 -6.197161
60027 70024 65.498287 -5.995467
60027 70025 72.101316 -5.956226
60027 80024 31.132451 -5.032024
60027 80026 64.758239 -5.802692
60027 90026 55.940580 -5.983295
60027 100026 49.144267 -5.706474
60027 110026 47.773462 -5.802139
60027 120026 46.782353 -5.813060
60027 130026 46.027866 -5.842738
60027 140026 45.429114 -5.876146
60027 150026 44.676711 -5.912775
60027 160026 44.330545 -5.940441
60027 170026 43.622079 -5.971969
60025 70026 94.413225 -6.143587
60027 70026 99.124089 -6.172120
70026 80017 67.538894 -4.472997
70026 80018 68.077421 -4.460246
70026 80019 68.665933 -4.433949
70026 80020 70.024086 -4.543464
70026 80021 71.038163 -4.536856
70026 80022 72.476803 -4.526466
70026 80023 78.385422 -4.678237
70026 80024 85.486150 -4.511317
70026 80025 106.403790 -5.173010
70026 90018 28.567506 -5.395948
70026 90019 29.156016 -5.315127
70026 90020 30.514176 -5.527223
