NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
320009	10008	0.725487
310010	10008	1.484330
300011	10008	2.842305
290012	10008	5.359111
280013	10008	10.062151
270014	10008	18.868611
260015	10008	35.358998
250016	10008	66.177244
240017	10008	123.344678
230018	10008	226.651037
220019	10008	397.282505
310010	320009	1.136540
300011	320009	2.261572
290012	320009	4.304825
280013	320009	8.103667
270014	320009	15.207148
260015	320009	28.503460
250016	320009	53.349679
240017	320009	99.437636
230018	320009	182.721695
220019	320009	320.281928
300011	310010	1.282957
290012	310010	2.571995
280013	310010	4.905245
270014	310010	9.238133
260015	310010	17.332948
250016	310010	32.451208
240017	310010	60.490209
230018	310010	111.156397
220019	310010	194.840673
290012	300011	1.331531
280013	300011	2.676307
270014	300011	5.107292
260015	300011	9.617325
250016	300011	18.024208
240017	300011	33.607488
230018	300011	61.761961
220019	300011	108.262070
280013	290012	1.345985
270014	290012	2.707230
260015	290012	5.165668
250016	290012	9.716398
240017	290012	18.135479
230018	290012	33.338020
220019	290012	58.442751
270014	280013	1.350006
260015	280013	2.715023
250016	280013	5.174767
240017	280013	9.693745
230018	280013	17.837998
220019	280013	31.279687
260015	270014	1.350627
250016	270014	2.713251
240017	270014	5.150260
230018	270014	9.511747
220019	270014	16.696260
250016	260015	1.348951
240017	260015	2.698797
230018	260015	5.050543
220019	260015	8.897527
240017	250016	1.342011
230018	250016	2.646952
220019	250016	4.724949
230018	240017	1.317880
220019	240017	2.478952
220019	230018	1.239402
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
370038	340035	-72.008190
380014	340035	-222.398441
370038	350036	-25.218829
380014	350036	-96.324377
380014	360037	-31.274585
10002	270033	3849.717693
20003	270033	1843.832791
30004	270033	1431.956607
40005	270033	1403.226760
50006	270033	1646.547581
60007	270033	2379.800150
70008	270033	5336.674034
80009	270033	2892.697465
90010	270033	942.049682
100011	270033	553.661164
110012	270033	410.734880
120013	270033	425.558787
130014	270033	986.579821
140015	270033	-976.018760
150016	270033	-422.787161
160017	270033	-406.391633
170018	270033	-539.652279
180019	270033	-871.742367
190020	270033	-1732.747992
NaN	NaN	NaN
210022	270033	-1299.931704
220023	270033	-540.284919
230024	270033	-226.948704
240025	270033	-80.676657
250026	270033	-19.308644
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
NaN	NaN	NaN
10002	330034	1843.832791
20003	330034	875.188180
30004	330034	670.299983
40005	330034	646.577219
50006	330034	747.637162
60007	330034	1068.361957
70008	330034	2379.800150
80009	330034	1287.980701
90010	330034	413.452863
100011	330034	235.832689
110012	330034	167.139767
120013	330034	164.118108
130014	330034	365.687017
140015	330034	-362.536753
150016	330034	-163.223586
160017	330034	-165.577059
170018	330034	-230.295148
180019	330034	-383.797982
190020	330034	-776.372157
NaN	NaN	NaN
210022	330034	-620.266633
220023	330034	-264.244959
230024	330034	-117.491572
240025	330034	-48.035141
250026	330034	-17.509100
260027	330034	-11.277286
270028	330034	11.280321
280029	330034	17.519423
290030	330034	48.167884
300031	330034	118.960976
310032	330034	278.835957
320001	330034	984.000196
10002	340035	1431.956607
20003	340035	670.299983
30004	340035	502.292463
40005	340035	472.417121
50006	340035	533.251804
60007	340035	747.637162
70008	340035	1646.547581
80009	340035	888.753727
90010	340035	278.333165
100011	340035	150.575710
110012	340035	97.987999
120013	340035	86.388209
130014	340035	176.887247
140015	340035	-175.877071
150016	340035	-86.048709
160017	340035	-97.250704
170018	340035	-147.463347
180019	340035	-259.651476
190020	340035	-541.188504
NaN	NaN	NaN
210022	340035	-478.643458
220023	340035	-211.749315
230024	340035	-102.259409
240025	340035	-50.132875
250026	340035	-27.631801
260027	340035	-35.098618
270028	340035	35.138752
280029	340035	27.666866
290030	340035	50.329798
300031	340035	103.771979
310032	340035	224.429748
320001	340035	767.038955
10002	350036	1403.226760
20003	350036	646.577219
30004	350036	472.417121
40005	350036	431.117549
50006	350036	472.417121
60007	350036	646.577219
70008	350036	1403.226760
80009	350036	754.695200
90010	350036	228.807842
100011	350036	115.101839
110012	350036	65.919069
120013	350036	48.400614
130014	350036	84.332912
140015	350036	-84.080609
150016	350036	-48.283531
160017	350036	-65.551510
170018	350036	-113.087853
180019	350036	-214.686322
190020	350036	-465.217848
NaN	NaN	NaN
210022	350036	-465.217848
220023	350036	-214.686322
230024	350036	-113.087853
240025	350036	-65.551510
250026	350036	-48.283531
260027	350036	-84.080609
270028	350036	84.332912
280029	350036	48.400614
290030	350036	65.919069
300031	350036	115.101839
310032	350036	228.807842
320001	350036	754.695200
10002	360037	1646.547581
20003	360037	747.637162
30004	360037	533.251804
40005	360037	472.417121
50006	360037	502.292463
60007	360037	670.299983
70008	360037	1431.956607
80009	360037	767.038955
90010	360037	224.429748
100011	360037	103.771979
110012	360037	50.329798
120013	360037	27.666866
130014	360037	35.138752
140015	360037	-35.098618
150016	360037	-27.631801
160017	360037	-50.132875
170018	360037	-102.259409
180019	360037	-211.749315
190020	360037	-478.643458
NaN	NaN	NaN
210022	360037	-541.188504
220023	360037	-259.651476
